Variable,Series_Key,Name,Coefficient,Abs_Impact
249345745_lag6_t2,STS_TRTU_M.freq=M.indic_bt=VOL_SLS.nace_r2=G47_NFOOD_X_G473.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag6_t2,Turnover and volume of sales in wholesale and retail trade - monthly data,-5.8925267e-05,5.8925267e-05
197938094_lag3_t1,EI_LMHU_M.freq=M.unit=THS_PER.s_adj=SA.indic=LM-UN-M-LE25.geo\TIME_PERIOD=LT_lag3_t1,Unemployment  - monthly data,-5.8920108e-05,5.8920108e-05
197903368_lag3_t3,EI_BSBU_M_R2.freq=M.indic=BS-FLBA5-PC.s_adj=SA.geo\TIME_PERIOD=LT_lag3_t3,Construction confidence indicator and survey results - monthly data,5.8915753e-05,5.8915753e-05
249345721_lag3_t1,STS_TRTU_M.freq=M.indic_bt=VOL_SLS.nace_r2=G4791.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag3_t1,Turnover and volume of sales in wholesale and retail trade - monthly data,-5.879869e-05,5.879869e-05
249345764_lag4_t3,STS_TRTU_M.freq=M.indic_bt=VOL_SLS.nace_r2=G47_NF_OTH.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag4_t3,Turnover and volume of sales in wholesale and retail trade - monthly data,5.875811e-05,5.875811e-05
249332894_lag1_t1,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=C23.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag1_t1,Production in industry - monthly data,5.869181e-05,5.869181e-05
249332558_lag4_t2,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=B08.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag4_t2,Production in industry - monthly data,5.8688063e-05,5.8688063e-05
249332663_lag1_t3,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=C11.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag1_t3,Production in industry - monthly data,5.8612975e-05,5.8612975e-05
249345653_lag1_t2,STS_TRTU_M.freq=M.indic_bt=NETTUR.nace_r2=G47_NF_OTH2.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag1_t2,Turnover and volume of sales in wholesale and retail trade - monthly data,5.8566216e-05,5.8566216e-05
197911173_lag5_t2,EI_BSSE_M_R2.freq=M.indic=BS-SABC.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag5_t2,Services confidence indicator and survey results - monthly data,5.8514684e-05,5.8514684e-05
197909280_lag2_t2,EI_BSIN_M_R2.freq=M.indic=BS-ISPE.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag2_t2,Industry confidence indicator and survey results - monthly data,5.8383746e-05,5.8383746e-05
249333203_lag4_t2,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=C_HTC.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag4_t2,Production in industry - monthly data,5.8371246e-05,5.8371246e-05
249461784_lag5_t2,UNE_RT_M.freq=M.s_adj=SA.age=TOTAL.unit=PC_ACT.sex=M.geo\TIME_PERIOD=LT_lag5_t2,Unemployment by sex and age - monthly data,-5.8239155e-05,5.8239155e-05
197905490_lag6_t2,EI_BSCO_M.freq=M.indic=BS-UE-NY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag6_t2,Consumers confidence indicator and survey results - monthly data,-5.8208017e-05,5.8208017e-05
249345661_lag4_t3,STS_TRTU_M.freq=M.indic_bt=NETTUR.nace_r2=G47_X_G473.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag4_t3,Turnover and volume of sales in wholesale and retail trade - monthly data,5.8182348e-05,5.8182348e-05
249345554_lag1_t2,STS_TRTU_M.freq=M.indic_bt=NETTUR.nace_r2=G471.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag1_t2,Turnover and volume of sales in wholesale and retail trade - monthly data,5.8151276e-05,5.8151276e-05
249461797_lag1_t2,UNE_RT_M.freq=M.s_adj=SA.age=Y_LT25.unit=PC_ACT.sex=T.geo\TIME_PERIOD=LT_lag1_t2,Unemployment by sex and age - monthly data,-5.811978e-05,5.811978e-05
249333086_lag5_t1,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=C29.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag5_t1,Production in industry - monthly data,-5.8038102e-05,5.8038102e-05
197938090_lag5_t1,EI_LMHU_M.freq=M.unit=THS_PER.s_adj=SA.indic=LM-UN-F-GT25.geo\TIME_PERIOD=LT_lag5_t1,Unemployment  - monthly data,5.798482e-05,5.798482e-05
197905455_lag1_t1,EI_BSCO_M.freq=M.indic=BS-MP-PR.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag1_t1,Consumers confidence indicator and survey results - monthly data,-5.7890345e-05,5.7890345e-05
197905462_lag4_t2,EI_BSCO_M.freq=M.indic=BS-PT-LY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag4_t2,Consumers confidence indicator and survey results - monthly data,-5.7842026e-05,5.7842026e-05
249345589_lag3_t1,STS_TRTU_M.freq=M.indic_bt=NETTUR.nace_r2=G473.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag3_t1,Turnover and volume of sales in wholesale and retail trade - monthly data,5.7803205e-05,5.7803205e-05
249332795_lag5_t2,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=C18.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag5_t2,Production in industry - monthly data,-5.7754743e-05,5.7754743e-05
249345745_lag4_t3,STS_TRTU_M.freq=M.indic_bt=VOL_SLS.nace_r2=G47_NFOOD_X_G473.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag4_t3,Turnover and volume of sales in wholesale and retail trade - monthly data,5.7730496e-05,5.7730496e-05
249332846_lag3_t2,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=C20_C21.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag3_t2,Production in industry - monthly data,-5.7724752e-05,5.7724752e-05
197905470_lag1_t3,EI_BSCO_M.freq=M.indic=BS-PT-NY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag1_t3,Consumers confidence indicator and survey results - monthly data,5.771785e-05,5.771785e-05
197903380_lag4_t1,EI_BSBU_M_R2.freq=M.indic=BS-FLBA7-PC.s_adj=SA.geo\TIME_PERIOD=LT_lag4_t1,Construction confidence indicator and survey results - monthly data,5.765647e-05,5.765647e-05
249461795_lag3_t3,UNE_RT_M.freq=M.s_adj=SA.age=Y_LT25.unit=PC_ACT.sex=F.geo\TIME_PERIOD=LT_lag3_t3,Unemployment by sex and age - monthly data,5.7619218e-05,5.7619218e-05
249333161_lag6_t1,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=C32.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag6_t1,Production in industry - monthly data,5.747131e-05,5.747131e-05
197905462_lag2_t2,EI_BSCO_M.freq=M.indic=BS-PT-LY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag2_t2,Consumers confidence indicator and survey results - monthly data,-5.743122e-05,5.743122e-05
249461784_lag1_t3,UNE_RT_M.freq=M.s_adj=SA.age=TOTAL.unit=PC_ACT.sex=M.geo\TIME_PERIOD=LT_lag1_t3,Unemployment by sex and age - monthly data,-5.7367397e-05,5.7367397e-05
197905462_lag3_t3,EI_BSCO_M.freq=M.indic=BS-PT-LY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag3_t3,Consumers confidence indicator and survey results - monthly data,-5.7355464e-05,5.7355464e-05
249345653_lag6_t2,STS_TRTU_M.freq=M.indic_bt=NETTUR.nace_r2=G47_NF_OTH2.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag6_t2,Turnover and volume of sales in wholesale and retail trade - monthly data,-5.7235982e-05,5.7235982e-05
249345562_lag2_t2,STS_TRTU_M.freq=M.indic_bt=NETTUR.nace_r2=G4711.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag2_t2,Turnover and volume of sales in wholesale and retail trade - monthly data,5.7226523e-05,5.7226523e-05
249333305_lag1_t2,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=MIG_ING.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag1_t2,Production in industry - monthly data,-5.7219004e-05,5.7219004e-05
249461785_lag1_t3,UNE_RT_M.freq=M.s_adj=SA.age=TOTAL.unit=PC_ACT.sex=T.geo\TIME_PERIOD=LT_lag1_t3,Unemployment by sex and age - monthly data,-5.676166e-05,5.676166e-05
197905438_lag4_t3,EI_BSCO_M.freq=M.indic=BS-GES-NY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag4_t3,Consumers confidence indicator and survey results - monthly data,-5.6549685e-05,5.6549685e-05
249333248_lag5_t1,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=D35.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag5_t1,Production in industry - monthly data,5.653585e-05,5.653585e-05
249333239_lag5_t1,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=D.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag5_t1,Production in industry - monthly data,5.653585e-05,5.653585e-05
249461796_lag3_t2,UNE_RT_M.freq=M.s_adj=SA.age=Y_LT25.unit=PC_ACT.sex=M.geo\TIME_PERIOD=LT_lag3_t2,Unemployment by sex and age - monthly data,-5.651579e-05,5.651579e-05
249332771_lag5_t3,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=C17.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag5_t3,Production in industry - monthly data,5.6489323e-05,5.6489323e-05
249333161_lag2_t3,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=C32.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag2_t3,Production in industry - monthly data,5.6473094e-05,5.6473094e-05
249461784_lag4_t2,UNE_RT_M.freq=M.s_adj=SA.age=TOTAL.unit=PC_ACT.sex=M.geo\TIME_PERIOD=LT_lag4_t2,Unemployment by sex and age - monthly data,-5.645214e-05,5.645214e-05
249345776_lag6_t3,STS_TRTU_M.freq=M.indic_bt=VOL_SLS.nace_r2=G47_NF_OTH2.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag6_t3,Turnover and volume of sales in wholesale and retail trade - monthly data,5.637877e-05,5.637877e-05
197905477_lag4_t2,EI_BSCO_M.freq=M.indic=BS-SFSH.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag4_t2,Consumers confidence indicator and survey results - monthly data,5.6332497e-05,5.6332497e-05
249345653_lag6_t3,STS_TRTU_M.freq=M.indic_bt=NETTUR.nace_r2=G47_NF_OTH2.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag6_t3,Turnover and volume of sales in wholesale and retail trade - monthly data,5.6332457e-05,5.6332457e-05
249345758_lag2_t1,STS_TRTU_M.freq=M.indic_bt=VOL_SLS.nace_r2=G47_NF_HLTH.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag2_t1,Turnover and volume of sales in wholesale and retail trade - monthly data,-5.6328914e-05,5.6328914e-05
197909232_lag2_t1,EI_BSIN_M_R2.freq=M.indic=BS-IEOB.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag2_t1,Industry confidence indicator and survey results - monthly data,5.6321423e-05,5.6321423e-05
249333323_lag4_t3,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=MIG_NRG_X_D_E.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag4_t3,Production in industry - monthly data,-5.6251585e-05,5.6251585e-05
197903278_lag3_t3,EI_BSBU_M_R2.freq=M.indic=BS-CCI-BAL.s_adj=SA.geo\TIME_PERIOD=LT_lag3_t3,Construction confidence indicator and survey results - monthly data,5.608124e-05,5.608124e-05
249345547_lag1_t3,STS_TRTU_M.freq=M.indic_bt=NETTUR.nace_r2=G47.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag1_t3,Turnover and volume of sales in wholesale and retail trade - monthly data,5.6065703e-05,5.6065703e-05
249332591_lag5_t2,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=B_C_X_MIG_NRG.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag5_t2,Production in industry - monthly data,5.6021025e-05,5.6021025e-05
197938090_lag3_t3,EI_LMHU_M.freq=M.unit=THS_PER.s_adj=SA.indic=LM-UN-F-GT25.geo\TIME_PERIOD=LT_lag3_t3,Unemployment  - monthly data,5.6010467e-05,5.6010467e-05
249332894_lag2_t2,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=C23.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag2_t2,Production in industry - monthly data,5.5981665e-05,5.5981665e-05
249345607_lag2_t2,STS_TRTU_M.freq=M.indic_bt=NETTUR.nace_r2=G47_FOOD.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag2_t2,Turnover and volume of sales in wholesale and retail trade - monthly data,5.5891385e-05,5.5891385e-05
197903335_lag6_t3,EI_BSBU_M_R2.freq=M.indic=BS-FLBA1-PC.s_adj=SA.geo\TIME_PERIOD=LT_lag6_t3,Construction confidence indicator and survey results - monthly data,5.588369e-05,5.588369e-05
197903340_lag4_t3,EI_BSBU_M_R2.freq=M.indic=BS-FLBA2-PC.s_adj=SA.geo\TIME_PERIOD=LT_lag4_t3,Construction confidence indicator and survey results - monthly data,-5.5877874e-05,5.5877874e-05
249345752_lag5_t1,STS_TRTU_M.freq=M.indic_bt=VOL_SLS.nace_r2=G47_NF_CLTH.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag5_t1,Turnover and volume of sales in wholesale and retail trade - monthly data,5.579736e-05,5.579736e-05
249332951_lag6_t2,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=C24_C25.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag6_t2,Production in industry - monthly data,-5.5714532e-05,5.5714532e-05
249333275_lag2_t3,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=MIG_CAG.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag2_t3,Production in industry - monthly data,5.5689095e-05,5.5689095e-05
197903380_lag5_t3,EI_BSBU_M_R2.freq=M.indic=BS-FLBA7-PC.s_adj=SA.geo\TIME_PERIOD=LT_lag5_t3,Construction confidence indicator and survey results - monthly data,-5.5603305e-05,5.5603305e-05
249332600_lag5_t3,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=C.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag5_t3,Production in industry - monthly data,-5.5581844e-05,5.5581844e-05
249461796_lag4_t3,UNE_RT_M.freq=M.s_adj=SA.age=Y_LT25.unit=PC_ACT.sex=M.geo\TIME_PERIOD=LT_lag4_t3,Unemployment by sex and age - monthly data,5.5559605e-05,5.5559605e-05
249333314_lag1_t3,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=MIG_NDCOG.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag1_t3,Production in industry - monthly data,5.554677e-05,5.554677e-05
197903368_lag2_t2,EI_BSBU_M_R2.freq=M.indic=BS-FLBA5-PC.s_adj=SA.geo\TIME_PERIOD=LT_lag2_t2,Construction confidence indicator and survey results - monthly data,5.5507517e-05,5.5507517e-05
197903321_lag6_t2,EI_BSBU_M_R2.freq=M.indic=BS-CTA-BAL.s_adj=SA.geo\TIME_PERIOD=LT_lag6_t2,Construction confidence indicator and survey results - monthly data,5.5494467e-05,5.5494467e-05
249345776_lag6_t2,STS_TRTU_M.freq=M.indic_bt=VOL_SLS.nace_r2=G47_NF_OTH2.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag6_t2,Turnover and volume of sales in wholesale and retail trade - monthly data,-5.5490535e-05,5.5490535e-05
249345712_lag2_t1,STS_TRTU_M.freq=M.indic_bt=VOL_SLS.nace_r2=G473.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag2_t1,Turnover and volume of sales in wholesale and retail trade - monthly data,-5.5487628e-05,5.5487628e-05
249332846_lag1_t1,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=C20_C21.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag1_t1,Production in industry - monthly data,5.5438595e-05,5.5438595e-05
249345752_lag4_t2,STS_TRTU_M.freq=M.indic_bt=VOL_SLS.nace_r2=G47_NF_CLTH.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag4_t2,Turnover and volume of sales in wholesale and retail trade - monthly data,-5.52305e-05,5.52305e-05
249333188_lag4_t2,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=C33.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag4_t2,Production in industry - monthly data,5.5189856e-05,5.5189856e-05
197905438_lag1_t1,EI_BSCO_M.freq=M.indic=BS-GES-NY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag1_t1,Consumers confidence indicator and survey results - monthly data,-5.5153614e-05,5.5153614e-05
197938097_lag1_t3,EI_LMHU_M.freq=M.unit=THS_PER.s_adj=SA.indic=LM-UN-T-LE25.geo\TIME_PERIOD=LT_lag1_t3,Unemployment  - monthly data,-5.5139262e-05,5.5139262e-05
249461790_lag1_t3,UNE_RT_M.freq=M.s_adj=SA.age=Y25-74.unit=PC_ACT.sex=M.geo\TIME_PERIOD=LT_lag1_t3,Unemployment by sex and age - monthly data,-5.5100892e-05,5.5100892e-05
249333275_lag5_t1,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=MIG_CAG.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag5_t1,Production in industry - monthly data,-5.5066128e-05,5.5066128e-05
249461783_lag6_t3,UNE_RT_M.freq=M.s_adj=SA.age=TOTAL.unit=PC_ACT.sex=F.geo\TIME_PERIOD=LT_lag6_t3,Unemployment by sex and age - monthly data,-5.5006043e-05,5.5006043e-05
197905482_lag3_t2,EI_BSCO_M.freq=M.indic=BS-SV-NY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag3_t2,Consumers confidence indicator and survey results - monthly data,5.4989494e-05,5.4989494e-05
249332960_lag6_t2,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=C25.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag6_t2,Production in industry - monthly data,-5.4939508e-05,5.4939508e-05
197903278_lag4_t1,EI_BSBU_M_R2.freq=M.indic=BS-CCI-BAL.s_adj=SA.geo\TIME_PERIOD=LT_lag4_t1,Construction confidence indicator and survey results - monthly data,5.482505e-05,5.482505e-05
197903340_lag5_t2,EI_BSBU_M_R2.freq=M.indic=BS-FLBA2-PC.s_adj=SA.geo\TIME_PERIOD=LT_lag5_t2,Construction confidence indicator and survey results - monthly data,-5.4784905e-05,5.4784905e-05
249332927_lag4_t2,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=C24.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag4_t2,Production in industry - monthly data,5.478377e-05,5.478377e-05
249333212_lag4_t1,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=C_HTC_M.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag4_t1,Production in industry - monthly data,5.4775497e-05,5.4775497e-05
249461790_lag4_t2,UNE_RT_M.freq=M.s_adj=SA.age=Y25-74.unit=PC_ACT.sex=M.geo\TIME_PERIOD=LT_lag4_t2,Unemployment by sex and age - monthly data,-5.4767435e-05,5.4767435e-05
249345598_lag2_t2,STS_TRTU_M.freq=M.indic_bt=NETTUR.nace_r2=G4791.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag2_t2,Turnover and volume of sales in wholesale and retail trade - monthly data,-5.4686454e-05,5.4686454e-05
249345694_lag3_t3,STS_TRTU_M.freq=M.indic_bt=VOL_SLS.nace_r2=G4719.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag3_t3,Turnover and volume of sales in wholesale and retail trade - monthly data,-5.4677468e-05,5.4677468e-05
197911216_lag1_t3,EI_BSSE_M_R2.freq=M.indic=BS-PE3M.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag1_t3,Services confidence indicator and survey results - monthly data,5.4531596e-05,5.4531596e-05
249332573_lag5_t3,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=B_C.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag5_t3,Production in industry - monthly data,-5.4466058e-05,5.4466058e-05
197911182_lag5_t2,EI_BSSE_M_R2.freq=M.indic=BS-SAEM.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag5_t2,Services confidence indicator and survey results - monthly data,5.4454624e-05,5.4454624e-05
197909271_lag5_t3,EI_BSIN_M_R2.freq=M.indic=BS-IPT.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag5_t3,Industry confidence indicator and survey results - monthly data,-5.442754e-05,5.442754e-05
249345764_lag6_t2,STS_TRTU_M.freq=M.indic_bt=VOL_SLS.nace_r2=G47_NF_OTH.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag6_t2,Turnover and volume of sales in wholesale and retail trade - monthly data,-5.4361248e-05,5.4361248e-05
197909253_lag1_t2,EI_BSIN_M_R2.freq=M.indic=BS-IPE.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag1_t2,Industry confidence indicator and survey results - monthly data,-5.4285374e-05,5.4285374e-05
249345580_lag4_t1,STS_TRTU_M.freq=M.indic_bt=NETTUR.nace_r2=G472.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag4_t1,Turnover and volume of sales in wholesale and retail trade - monthly data,-5.425278e-05,5.425278e-05
249345589_lag6_t1,STS_TRTU_M.freq=M.indic_bt=NETTUR.nace_r2=G473.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag6_t1,Turnover and volume of sales in wholesale and retail trade - monthly data,5.4226814e-05,5.4226814e-05
197911216_lag6_t3,EI_BSSE_M_R2.freq=M.indic=BS-PE3M.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag6_t3,Services confidence indicator and survey results - monthly data,5.4093332e-05,5.4093332e-05
197938092_lag6_t1,EI_LMHU_M.freq=M.unit=THS_PER.s_adj=SA.indic=LM-UN-F-TOT.geo\TIME_PERIOD=LT_lag6_t1,Unemployment  - monthly data,-5.4087504e-05,5.4087504e-05
249333188_lag3_t2,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=C33.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag3_t2,Production in industry - monthly data,-5.4081735e-05,5.4081735e-05
249345737_lag1_t3,STS_TRTU_M.freq=M.indic_bt=VOL_SLS.nace_r2=G47_NFOOD.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag1_t3,Turnover and volume of sales in wholesale and retail trade - monthly data,5.4068645e-05,5.4068645e-05
249333161_lag5_t1,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=C32.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag5_t1,Production in industry - monthly data,5.4016826e-05,5.4016826e-05
197903278_lag5_t3,EI_BSBU_M_R2.freq=M.indic=BS-CCI-BAL.s_adj=SA.geo\TIME_PERIOD=LT_lag5_t3,Construction confidence indicator and survey results - monthly data,-5.398209e-05,5.398209e-05
249332747_lag6_t3,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=C16.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag6_t3,Production in industry - monthly data,-5.391051e-05,5.391051e-05
249332795_lag1_t3,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=C18.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag1_t3,Production in industry - monthly data,-5.389582e-05,5.389582e-05
249333026_lag6_t2,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=C26_C27.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag6_t2,Production in industry - monthly data,-5.3835578e-05,5.3835578e-05
197938096_lag4_t1,EI_LMHU_M.freq=M.unit=THS_PER.s_adj=SA.indic=LM-UN-T-GT25.geo\TIME_PERIOD=LT_lag4_t1,Unemployment  - monthly data,-5.3769712e-05,5.3769712e-05
197938095_lag4_t2,EI_LMHU_M.freq=M.unit=THS_PER.s_adj=SA.indic=LM-UN-M-TOT.geo\TIME_PERIOD=LT_lag4_t2,Unemployment  - monthly data,-5.3710883e-05,5.3710883e-05
197903380_lag5_t1,EI_BSBU_M_R2.freq=M.indic=BS-FLBA7-PC.s_adj=SA.geo\TIME_PERIOD=LT_lag5_t1,Construction confidence indicator and survey results - monthly data,5.3577976e-05,5.3577976e-05
249345580_lag3_t1,STS_TRTU_M.freq=M.indic_bt=NETTUR.nace_r2=G472.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag3_t1,Turnover and volume of sales in wholesale and retail trade - monthly data,-5.3524254e-05,5.3524254e-05
249461789_lag6_t3,UNE_RT_M.freq=M.s_adj=SA.age=Y25-74.unit=PC_ACT.sex=F.geo\TIME_PERIOD=LT_lag6_t3,Unemployment by sex and age - monthly data,-5.3508353e-05,5.3508353e-05
249332870_lag2_t2,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=C22.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag2_t2,Production in industry - monthly data,-5.3504446e-05,5.3504446e-05
249332687_lag1_t1,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=C13-C15.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag1_t1,Production in industry - monthly data,-5.3486197e-05,5.3486197e-05
249345580_lag5_t3,STS_TRTU_M.freq=M.indic_bt=NETTUR.nace_r2=G472.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag5_t3,Turnover and volume of sales in wholesale and retail trade - monthly data,-5.3420026e-05,5.3420026e-05
249332591_lag2_t2,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=B_C_X_MIG_NRG.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag2_t2,Production in industry - monthly data,5.3401327e-05,5.3401327e-05
249345685_lag4_t2,STS_TRTU_M.freq=M.indic_bt=VOL_SLS.nace_r2=G4711.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag4_t2,Turnover and volume of sales in wholesale and retail trade - monthly data,5.3340387e-05,5.3340387e-05
197905419_lag5_t3,EI_BSCO_M.freq=M.indic=BS-FS-LY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag5_t3,Consumers confidence indicator and survey results - monthly data,5.3337124e-05,5.3337124e-05
249345752_lag3_t2,STS_TRTU_M.freq=M.indic_bt=VOL_SLS.nace_r2=G47_NF_CLTH.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag3_t2,Turnover and volume of sales in wholesale and retail trade - monthly data,-5.291808e-05,5.291808e-05
249333134_lag5_t3,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=C31.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag5_t3,Production in industry - monthly data,5.2865063e-05,5.2865063e-05
197905448_lag4_t1,EI_BSCO_M.freq=M.indic=BS-MP-NY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag4_t1,Consumers confidence indicator and survey results - monthly data,5.2833297e-05,5.2833297e-05
249333203_lag4_t3,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=C_HTC.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag4_t3,Production in industry - monthly data,-5.2706422e-05,5.2706422e-05
249333143_lag1_t2,STS_INPR_M.freq=M.indic_bt=PRD.nace_r2=C31-C33.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag1_t2,Production in industry - monthly data,5.2612297e-05,5.2612297e-05
